Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
01/11/2025,BMW,LL,,GRY,EX97715,IL,10300 S. Doty,(773) 568-8495,2981009
01/11/2025,CHEV,VN,,GRY,FA45821,IL,10300 S. Doty,(773) 568-8495,2981011
01/17/2025,DODG,4D,,RED,,,10300 S. Doty,(773) 785-9752,1727576
01/11/2025,NISS,4D,,SIL,,,701 N. Sacramento,(773) 265-7605,7111376
01/14/2025,CHEV,LL,,GRY,555E559,IN,701 N. Sacramento,(773) 265-1846,1548722
01/05/2025,TOYT,4T,,BLK,BE93745,IL,10300 S. Doty,(773) 568-8495,2980612
01/14/2025,FORD,4D,,RED,EL45305,IL,701 N. Sacramento,(773) 265-1846,1548723
01/12/2025,KIA,4T,,WHI,9KCW425,IL,701 N. Sacramento,(773) 265-7605,7111430
01/12/2025,CHRY,4D,,BLK,EM73258,IL,10300 S. Doty,(773) 568-8495,2981014
01/05/2025,HOND,LL,,BLK,CL70898,IL,701 N. Sacramento,(773) 265-7605,7110913
01/12/2025,JEEP,LL,TK,BLK,ES17178,IL,10300 S. Doty,(773) 568-8495,2981013
01/14/2025,OTTE,CE,,RED,3390LZTA,IL,701 N. Sacramento,(773) 265-1846,1548726
01/12/2025,KIA,HB,,ONG,,IL,10300 S. Doty,(773) 568-8495,2981012
01/14/2025,SATR,LL,,SIL,,IL,10300 S. Doty,(773) 568-8495,2981148
01/14/2025,PONT,4D,,RED,009426A7,IL,10300 S. Doty,(773) 568-8495,2981149
01/17/2025,HYUN,4D,,GRY,T002025,IN,400 E. Lower Wacker,(312) 744-7550,0334368
12/27/2024,TOYT,4D,,GRY,EJ21759,IL,10300 S. Doty,(773) 568-8495,2980042
01/17/2025,HOND,2D,,GRY,R826630,IL,701 N. Sacramento,(773) 265-7605,7112001
12/27/2024,HOND,LL,,BLU,R768976,IL,400 E. Lower Wacker,(312) 744-7550,0333009
12/27/2024,GMC,LL,,WHI,CX55232,IL,400 E. Lower Wacker,(312) 744-7550,0333008
01/17/2025,JEEP,LL,,WHI,BT85966,IL,701 N. Sacramento,(773) 265-7605,7111995
01/02/2025,MAZD,4D,,DBL,SAN6330,GA,701 N. Sacramento,(773) 265-7605,7110547
12/30/2024,CHEV,CP,,GRY,EH21581,IL,701 N. Sacramento,(773) 265-7605,7110360
12/30/2024,CHEV,LL,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7110358
01/17/2025,VOLK,2D,,SIL,DQ42240,IL,701 N. Sacramento,(773) 265-1846,1548741
12/27/2024,TOYT,4D,,GRY,FP273122,IL,701 N. Sacramento,(773) 265-7605,7109970
12/27/2024,CHEV,PK,TK,GRY,3360221B,IL,701 N. Sacramento,(773) 265-7605,7109969
01/17/2025,HOND,LL,TK,MAR,EL16917,IL,701 N. Sacramento,(773) 265-7605,7111997
12/27/2024,TOYT,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7109971
12/27/2024,DODG,4D,,PLE,ZRB737,IN,10300 S. Doty,(773) 568-8495,2980017
12/27/2024,TOYT,4D,,RED,DX65417,IL,701 N. Sacramento,(773) 265-7605,7109973
12/27/2024,DODG,4D,,MAR,,IL,10300 S. Doty,(773) 568-8495,2980043
01/17/2025,HYUN,LL,,SIL,,IL,10300 S. Doty,(773) 568-8495,2981320
01/12/2025,DODG,LL,,BLU,DY75088,IL,701 N. Sacramento,(773) 265-7605,7111454
12/27/2024,FORD,LL,,BLK,EJ36920,IL,400 E. Lower Wacker,(312) 744-7550,0333000
12/30/2024,INFI,SD,,BLK,DM41140,IL,701 N. Sacramento,(773) 265-7605,7110356
12/27/2024,DODG,LL,,GRY,BZ71019,IL,10300 S. Doty,(773) 568-8495,2980013
12/30/2024,MITS,LL,,WHI,DE89124,IL,701 N. Sacramento,(773) 265-7605,7110361
01/08/2025,CHRY,4D,,GRY,JHT9421,OH,10300 S. Doty,(773) 568-8495,290757
01/08/2025,HYUN,LL,,LBL,008799A4,IL,10300 S. Doty,(773) 568-8495,2980756
12/10/2024,HOND,LL,,GRY,CD81533,IL,10300 S. Doty,(773) 568-8495,2978949
12/27/2024,BMW,LL,,WHI,DJ18852,IL,400 E. Lower Wacker,(312) 744-7550,0333012
12/30/2024,CHEV,4D,IMP,BLK,EL35265,IL,10300 S. Doty,(773) 568-8495,2980305
12/30/2024,NISS,4D,,LBL,,IL,10300 S. Doty,(773) 568-8495,2980307
12/30/2024,TOYT,4D,CAM,GLD,,IL,10300 S. Doty,(773) 568-8495,2980308
12/27/2024,CHEV,4D,,BLK,EZ89603,IL,10300 S. Doty,(773) 568-8495,2980015
12/27/2024,HOND,4D,,LBL,,,10300 S. Doty,(773) 568-8495,2980016
12/27/2024,HYUN,LL,,BLK,862AB888,IL,10300 S. Doty,(773) 785-9752,1727492
12/30/2024,NISS,4D,ALT,GRY,,IL,10300 S. Doty,(773) 568-8495,2980312
01/12/2025,GMC,LL,,BLK,EJ19832,IL,10300 S. Doty,(773) 568-8495,2981016
01/12/2025,SATR,4D,,RED,,IL,701 N. Sacramento,(773) 265-7605,7111429
01/05/2025,CHEV,LL,,GRY,EY36765,IL,10300 S. Doty,(773) 568-8495,2980591
01/11/2025,FORD,4D,,BLU,,IL,701 N. Sacramento,(773) 265-7605,2981000
01/12/2025,CHEV,4D,,GRN,,IL,701 N. Sacramento,(773) 265-7605,7111466
01/14/2025,CHEV,4D,,BLK,,IL,701 N. Sacramento,(773) 265-1846,1548727
01/14/2025,TOYT,4D,,RED,,IL,701 N. Sacramento,(773) 265-7605,7111740
01/14/2025,CHEV,LL,,SIL,2383O,WA,10300 S. Doty,(773) 785-9752,1727557
01/14/2025,FORD,LL,,WHI,DT40588,IL,10300 S. Doty,(773) 568-8495,2981165
01/14/2025,CADI,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495,2981153
01/14/2025,HYUN,4D,,GLD,DP14971,IL,701 N. Sacramento,(773) 265-1846,1548728
12/27/2024,JEEP,LL,,BLK,BY59335,IL,400 E. Lower Wacker,(312) 744-7550,0333013
01/17/2025,CHEV,PK,,WHI,513833D,IL,701 N. Sacramento,(773) 265-7605,7112002
12/27/2024,JEEP,LL,,BLK,011026A0,IL,10300 S. Doty,(773) 568-8495,2980052
12/27/2024,TRLR,UT,,WHI,821832RT,IL,10300 S. Doty,(773) 568-8495,2980053
12/27/2024,SATU,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7110025
12/27/2024,CHRY,VN,,GRY,EL52721,IL,701 N. Sacramento,(773) 265-7605,7110022
12/27/2024,PONT,4D,,BLK,5744W88,IL,701 N. Sacramento,(773) 265-7605,7110024
01/17/2025,HOND,4D,,SIL,ET86640,IL,10300 S. Doty,(773) 568-8495,2981327
12/27/2024,KIA,LL,,BLU,EN13180,IL,10300 S. Doty,(773) 568-8495,2980056
12/27/2024,FORD,LL,TK,BLK,,IL,10300 S. Doty,(773) 568-8495,2980055
12/27/2024,DODG,4D,STA,BLU,,IL,10300 S. Doty,(773) 568-8495,2980058
01/05/2025,KIA,4D,,GRY,EK77639,IL,701 N. Sacramento,(773) 265-7605,7110884
01/11/2025,PONT,4D,,SIL,FB16777,IL,701 N. Sacramento,(773) 265-7605,7111423
12/27/2024,KIA,4D,,WHI,FA95329,IL,701 N. Sacramento,(773) 265-7605,7110030
12/27/2024,BUIC,LL,,SIL,ER44283,IL,10300 S. Doty,(773) 568-8495,2980061
01/08/2025,NISS,4D,,SIL,EX94763,IL,10300 S. Doty,(773) 568-8495,2980750
12/31/2024,MERZ,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495,2980322
01/17/2025,NISS,4D,,GRY,CM25822,IL,701 N. Sacramento,(773) 265-7605,7112004
12/28/2024,FORD,4D,,BLK,900AB259,IL,10300 S. Doty,(773) 568-8495,2980064
01/17/2025,HOND,4D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,7112005
01/02/2025,CHEV,LL,,GRY,TPZ2636,VA,10300 S. Doty,(773) 568-8495,2980438
01/02/2025,BUIC,4D,,WHI,E185331,IL,10300 S. Doty,(773) 568-8495,2980436
01/02/2025,NISS,4D,,GRY,EQ14402,IL,701 N. Sacramento,(773) 265-7605,7110507
01/02/2025,CHRY,LL,TK,SIL,,IL,10300 S. Doty,(773) 568-8495,2980443
01/02/2025,HYUN,LL,,GRY,MKE8899,PA,400 E. Lower Wacker,(312) 744-7550,0333440
01/12/2025,MERC,4T,,WHI,DU17302,IL,701 N. Sacramento,(773) 265-7605,7111481
01/17/2025,FORD,VN,,BLU,3955613B,IL,701 N. Sacramento,(773) 265-1846,1548742
01/02/2025,HYUN,4D,,GRY,ES54102,IL,400 E. Lower Wacker,(312) 744-7550,0333429
01/05/2025,CHEV,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7110921
01/17/2025,CHEV,4D,,MAR,EU19251,IL,10300 S. Doty,(773) 568-8495,2981325
12/31/2024,KIA,4D,,GRY,B79MU,MI,701 N. Sacramento,(773) 265-7605,7110366
01/17/2025,CHEV,4D,,SIL,DX38556,IL,10300 S. Doty,(773) 568-8495,2981324
12/30/2024,TOYT,4D,,GLD,,IL,10300 S. Doty,(773) 568-8495,2980293
12/30/2024,BUIC,4D,,BLK,ET80302,IL,10300 S. Doty,(773) 568-8495,2980294
01/12/2025,MERC,2T,,BLK,CY25665,IL,701 N. Sacramento,(773) 265-7605,7111480
01/17/2025,PONT,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2981329
01/02/2025,FORD,PK,,WHI,4008438B,IL,10300 S. Doty,(773) 568-8495,2980399
01/12/2025,CHEV,2D,,BLK,CW86426,IL,10300 S. Doty,(773) 568-8495,2981019
01/12/2025,CHEV,LL,,BLK,ASY9944,IL,10300 S. Doty,(773) 568-8495,2981018
01/02/2025,CHRY,VN,,LBL,DS58175,IL,10300 S. Doty,(773) 568-8495,2980400
01/02/2025,LAND,LL,,SIL,,IL,10300 S. Doty,(773) 785-9752,1727510
01/02/2025,CHEV,4D,,GRY,007593A4,IL,10300 S. Doty,(773) 568-8495,2980435
01/05/2025,NISS,4D,,BLK,BK38489,IL,10300 S. Doty,(773) 568-8495,2980598
01/05/2025,BUIC,4D,,WHI,EX92006,IL,701 N. Sacramento,(773) 265-7605,7111009
01/14/2025,CHRY,VN,,BLK,,IL,10300 S. Doty,(773) 568-8495,2981168
01/14/2025,TOYT,4D,,GRY,CQ72214,IL,10300 S. Doty,(773) 785-9752,1727559
01/14/2025,HYUN,4D,,DBL,,IL,10300 S. Doty,(773) 568-8495,2981166
01/14/2025,CHEV,4D,,GRY,EF81003,IL,10300 S. Doty,(773) 785-9752,1727558
01/14/2025,CHRY,4D,,GRY,EH37242,IL,10300 S. Doty,(773) 785-9752,1727560
01/14/2025,TOYT,4D,,MAR,EM26340,IL,701 N. Sacramento,(773) 265-1846,1548729
12/31/2024,VOLK,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2980318
01/17/2025,KIA,LL,,BLK,DW18336,IL,701 N. Sacramento,(773) 265-7605,7112008
12/28/2024,CHEV,LL,,WHI,DS38802,IL,10300 S. Doty,(773) 568-8495,2980069
12/31/2024,TOYT,4D,,SIL,265AC609,IL,10300 S. Doty,(773) 568-8495,2980317
01/17/2025,HOND,4D,,WHI,,,701 N. Sacramento,(773) 265-7605,7112011
01/02/2025,HOND,4D,,GRY,EQ14195,IL,400 E. Lower Wacker,(312) 744-7550,0333443
01/05/2025,FORD,VN,TK,WHI,,,701 N. Sacramento,(773) 265-7605,7111007
01/17/2025,MAZD,4D,,SIL,EZ77586,IL,701 N. Sacramento,(773) 265-7605,7112009
01/02/2025,FORD,4D,,GRY,EG13280,IL,400 E. Lower Wacker,(312) 744-7550,0333441
01/17/2025,CHRY,VN,,GRN,,IL,701 N. Sacramento,(773) 265-7605,7112007
01/07/2025,CHRY,VN,,WHI,EP44350,IL,10300 S. Doty,(773) 568-8495,2980720
01/08/2025,KIA,4D,,SIL,ET91420,IL,701 N. Sacramento,(773) 265-1846,1548692
01/17/2025,FORD,VN,,BLU,3298509B,IL,10300 S. Doty,(773) 568-8495,2981332
01/17/2025,GMC,PK,TK,WHI,AL68377,AR,10300 S. Doty,(773) 568-8495,2981331
12/28/2024,PONT,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7110062
01/17/2025,CHEV,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2981330
01/08/2025,CHEV,4D,,WHI,ES33124,IL,10300 S. Doty,(773) 568-8495,2980777
12/31/2024,SATR,LL,,WHI,DD17837,IL,701 N. Sacramento,(773) 265-7605,7110415
01/08/2025,CHEV,4D,,BLK,CU62575,IL,10300 S. Doty,(773) 785-9752,1727531
01/12/2025,PORS,4T,,GRY,M66WS,IL,701 N. Sacramento,(773) 265-7605,7111497
12/28/2024,JAGU,4D,,WHI,CE97673,IL,10300 S. Doty,(773) 568-8495,2980065
01/08/2025,TOYT,LL,,SIL,AB7401,IL,10300 S. Doty,(773) 785-9752,1727530
12/28/2024,CHEV,4D,IMP,WHI,FB40457,IL,10300 S. Doty,(773) 568-8495,2980067
12/28/2024,PLYM,VN,VOY,RED,GBF533D,ME,10300 S. Doty,(773) 568-8495,2980066
01/05/2025,NISS,LL,,BRZ,,IL,701 N. Sacramento,(773) 265-7605,7110994
01/05/2025,LEXS,4D,,SIL,,IL,701 N. Sacramento,(773) 265-7605,7110922
01/14/2025,CHRY,2D,,GRN,EU19023,IL,10300 S. Doty,(773) 568-8495,2981170
01/14/2025,JEEP,LL,,WHI,,IL,10300 S. Doty,(773) 568-8495,2981169
01/06/2025,CHRY,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2980646
01/08/2025,KIA,VN,,RED,EQ19531,IL,10300 S. Doty,(773) 785-9752,1727533
01/08/2025,CHEV,4D,,BLK,,IL,10300 S. Doty,(773) 785-9752,1727532
12/31/2024,LINC,LL,NAV,WHI,EZ17677,IL,701 N. Sacramento,(773) 265-7605,7110372
01/08/2025,KIA,4D,,BLK,194791,IL,10300 S. Doty,(773) 785-9752,1727534
12/31/2024,MERZ,4D,,BLK,EL98576,IL,10300 S. Doty,(773) 568-8495,2980325
01/08/2025,ACUR,4D,,GRY,EB84823,IL,701 N. Sacramento,(773) 265-7605,7111147
01/08/2025,HYUN,4D,,SIL,235AC647,IL,10300 S. Doty,(773) 568-8495,2980783
12/31/2024,HYUN,4D,,BLK,ND76A,AZ,10300 S. Doty,(773) 568-8495,2980326
12/31/2024,,BT,,WHI,,,701 N. Sacramento,(773) 265-1846,1548669
01/08/2025,CHEV,4D,,LBL,,IL,701 N. Sacramento,(773) 265-7605,7111148
12/28/2024,JEEP,LL,,BLU,EU90551,IL,10300 S. Doty,(773) 568-8495,298109
01/18/2025,HYUN,4D,,BLK,DR59198,IL,10300 S. Doty,(773) 568-8495,2981334
01/05/2025,MERC,LL,,WHI,490BZH,IN,701 N. Sacramento,(773) 265-7605,7110904
01/18/2025,CADI,2D,,BLK,S691496,IN,701 N. Sacramento,(773) 265-7605,7112031
12/31/2024,HYUN,4D,,SIL,,,701 N. Sacramento,(773) 265-7605,7110433
01/08/2025,AUDI,4D,,RED,CW86409,IL,701 N. Sacramento,(773) 265-1846,1548695
12/28/2024,CHEV,4D,,SIL,284AC961,IL,10300 S. Doty,(773) 568-8495,2980075
12/28/2024,FORD,LL,,GRY,EW59828,IL,400 E. Lower Wacker,(312) 744-7550,0333067
01/04/2025,GENE,LL,,BLK,9686B5,NV,10300 S. Doty,(773) 568-8495,2980555
01/04/2025,JEEP,LL,,BLU,FA68547,IL,10300 S. Doty,(773) 568-8495,2980553
01/04/2025,JEEP,PK,,ONG,3483668B,IL,10300 S. Doty,(773) 568-8495,2980556
01/06/2025,VOLV,4D,,RED,747BLY,TN,400 E. Lower Wacker,(312) 744-7550,0333665
12/28/2024,CHEV,PK,,BLK,342F648,IN,10300 S. Doty,(773) 568-8495,2988012
12/31/2024,INFI,SW,,BLK,,,701 N. Sacramento,(773) 265-7605,7110379
01/06/2025,BMW,4T,,GRY,EY39197,IL,701 N. Sacramento,(773) 265-7605,7111030
12/31/2024,DODG,LL,,WHI,ES59271,IL,10300 S. Doty,(773) 785-9752,1727507
12/31/2024,KIA,LL,,RED,EA44832,IL,10300 S. Doty,(773) 785-9752,1727509
12/31/2024,TOYT,4D,,RED,011691A6,IL,10300 S. Doty,(773) 568-8495,2980350
12/31/2024,GMC,LL,,WHI,DR50175,IL,10300 S. Doty,(773) 568-8495,2980327
12/31/2024,LEXS,4D,,BLK,DK90322,IL,10300 S. Doty,(773) 568-8495,2980329
01/06/2025,HOND,4D,,BLU,EW83116,IL,10300 S. Doty,(773) 568-8495,2980648
01/06/2025,CHRY,4D,,BLK,DR82916,IL,701 N. Sacramento,(773) 265-7605,7111016
01/06/2025,FORD,LL,,RED,EJ71545,IL,10300 S. Doty,(773) 568-8495,2980650
01/12/2025,CHEV,2T,,BLK,CG22339,IL,10300 S. Doty,(773) 568-8495,2981042
01/18/2025,FORD,LL,TK,WHI,TK1470RT,IN,10300 S. Doty,(773) 568-8495,2981335
12/28/2024,CHEV,4D,,WHI,Q657447,IL,10300 S. Doty,(773) 568-8495,2980079
01/12/2025,CHEV,4D,,SIL,ER57805,IL,10300 S. Doty,(773) 568-8495,2981051
01/08/2025,NISS,4D,,BLK,EH82807,IL,10300 S. Doty,(773) 568-8495,2980785
12/31/2024,KIA,4D,,WHI,ER19301,IL,10300 S. Doty,(773) 568-8495,2980331
12/28/2024,CHEV,LL,,SIL,DT23394,IL,10300 S. Doty,(773) 568-8495,2980077
01/12/2025,SATR,LL,,TAN,,IL,10300 S. Doty,(773) 568-8495,2981021
01/12/2025,FORD,2D,,GRY,DX60759,IL,10300 S. Doty,(773) 568-8495,2981054
01/12/2025,JEEP,LL,TK,GRY,EM83534,IL,10300 S. Doty,(773) 568-8495,2981022
01/18/2025,HOND,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2981338
12/28/2024,NISS,4D,,BLK,DC34425,IL,10300 S. Doty,(773) 568-8495,2980135
01/12/2025,FORD,4D,,GRY,DTC1992,FL,400 E. Lower Wacker,(312) 744-7550,0334014
01/18/2025,JEEP,LL,,DBL,ER12718,IL,701 N. Sacramento,(773) 265-7605,7112060
12/28/2024,TOYT,4D,,GRY,EJ71622,IL,701 N. Sacramento,(773) 265-7605,7110130
12/28/2024,CHRY,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495,2980145
12/28/2024,HYUN,LL,,WHI,,IL,10300 S. Doty,(773) 568-8495,2980144
12/28/2024,NISS,4D,,BLK,EF37719,IL,10300 S. Doty,(773) 568-8495,2980147
12/28/2024,OLDS,2D,,BRO,,IL,10300 S. Doty,(773) 568-8495,2980126
01/18/2025,CHEV,4D,,BLK,,,10300 S. Doty,(773) 568-8495,2981340
01/06/2025,HOND,4D,,GRY,W51RVW,NJ,400 E. Lower Wacker,(312) 744-7550,0333668
01/05/2025,HOND,4T,,WHI,DG69973,IL,701 N. Sacramento,(773) 265-7605,7110874
01/12/2025,HOND,4D,,GRY,CD73324,IL,701 N. Sacramento,(773) 265-7605,7111571
12/28/2024,HYUN,4D,,WHI,E0N239,KY,400 E. Lower Wacker,(312) 744-7550,0333107
12/28/2024,CHEV,4D,,DBL,DX71473,IL,10300 S. Doty,(773) 568-8495,2980138
01/03/2025,DODG,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7110558
12/28/2024,CHEV,4D,,TAN,,IL,10300 S. Doty,(773) 568-8495,2980142
12/28/2024,KIA,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2980139
12/28/2024,TOYT,4D,CAM,GLD,,IL,10300 S. Doty,(773) 568-8495,2980141
12/28/2024,FORD,4D,,RED,,IL,701 N. Sacramento,(773) 265-7605,7110125
01/12/2025,CHEV,LL,,GRY,ER84205,IL,10300 S. Doty,(773) 568-8495,2981024
01/06/2025,HYUN,4D,,SIL,EQ72415,IL,10300 S. Doty,(773) 568-8495,2980654
01/02/2025,HYUN,4D,,SIL,,,701 N. Sacramento,(773) 265-7605,7110494
01/12/2025,TOYT,4D,,BLU,16667NG,IL,400 E. Lower Wacker,(312) 744-7550,0334017
01/12/2025,HYUN,4D,,GRY,EU86632,IL,701 N. Sacramento,(773) 265-7605,7111576
12/28/2024,JEEP,LL,TK,WHI,FB41641,IL,10300 S. Doty,(773) 568-8495,2980130
12/28/2024,NISS,4D,,WHI,CIT7265,GA,10300 S. Doty,(773) 568-8495,2980133
01/18/2025,NISS,4D,,BLK,19418LE,IL,701 N. Sacramento,(773) 265-7605,7112071
01/18/2025,HOND,4T,,BLK,CG49814,IL,701 N. Sacramento,(773) 265-7605,7112089
12/29/2024,JEEP,LL,,DGR,,IL,10300 S. Doty,(773) 568-8495,2980150
12/29/2024,CHEV,4D,,BLU,ER37262,IL,701 N. Sacramento,(773) 265-7605,7110179
01/06/2025,HOND,4D,,BLU,EF48785,IL,400 E. Lower Wacker,(312) 744-7550,0333674
01/12/2025,CHEV,LL,,WHI,,IL,701 N. Sacramento,(773) 265-7605,7111513
01/06/2025,NISS,VN,,TAN,CC50224,IL,10300 S. Doty,(773) 785-9752,1727520
01/12/2025,FORD,2D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2981026
01/12/2025,HOND,4D,,RED,,IL,10300 S. Doty,(773) 568-8495,2981059
01/12/2025,VOLK,LL,,BLK,BL55513,IL,701 N. Sacramento,(773) 265-7605,7111599
01/12/2025,SCIO,4D,,BLK,EW52536,IL,10300 S. Doty,(773) 568-8495,2981029
01/12/2025,TOYT,4D,,GRN,A057251,CA,10300 S. Doty,(773) 568-8495,2981031
01/12/2025,BUIC,4D,,SIL,FDLE49,AZ,10300 S. Doty,(773) 568-8495,2981028
01/12/2025,INFI,LL,,SIL,DG30401,IL,10300 S. Doty,(773) 568-8495,2981061
01/12/2025,CHEV,4D,,BLK,LMN5140,TX,701 N. Sacramento,(773) 265-7605,7111524
01/12/2025,CHEV,4D,,PLE,DP82562,IL,701 N. Sacramento,(773) 265-7605,7111577
01/07/2025,PONT,4D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,7111584
01/12/2025,HOND,VN,TK,GRY,EW91200,IL,701 N. Sacramento,(773) 265-7605,7111583
01/12/2025,FORD,LL,,GRY,CY55984,IL,701 N. Sacramento,(773) 265-7605,7111582
01/18/2025,CHEV,4D,,GRY,EV98189,IL,10300 S. Doty,(773) 568-8495,2981343
01/12/2025,SUBA,4D,,BLU,WKQ312,IL,400 E. Lower Wacker,(312) 744-7550,0334026
01/18/2025,CHEV,4T,,SIL,,IL,10300 S. Doty,(773) 568-8495,2981341
01/12/2025,NISS,LL,,BLK,EA77651,IL,10300 S. Doty,(773) 568-8495,2981067
01/12/2025,SATR,LL,,BLK,EK97101,IL,10300 S. Doty,(773) 568-8495,2981063
01/18/2025,DODG,LL,,SIL,CG62903,IL,10300 S. Doty,(773) 568-8495,2981366
01/18/2025,MERZ,LL,,TAN,,IL,10300 S. Doty,(773) 568-8495,2981346
01/18/2025,CHRY,4T,,BLU,K665484,IL,10300 S. Doty,(773) 568-8495,2981344
01/18/2025,NISS,LL,TK,BLK,DC26571,IL,701 N. Sacramento,(773) 265-7605,7112093
01/18/2025,DODG,LL,,DBL,EA39490,IL,10300 S. Doty,(773) 568-8495,2981375
01/18/2025,VOLV,SW,,TRQ,148BJPX,TN,701 N. Sacramento,(773) 265-7605,7112107
01/12/2025,JEEP,4D,,BLU,ZNA62C,TX,10300 S. Doty,(773) 568-8495,2981069
12/29/2024,HOND,SW,,GRY,AK75649,IL,701 N. Sacramento,(773) 265-7605,7110227
12/29/2024,JEEP,LL,,BLK,Q622169,IL,10300 S. Doty,(773) 568-8495,2980154
01/12/2025,PONT,4D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,7111615
01/18/2025,JEEP,LL,,GRY,CM19492,IL,701 N. Sacramento,(773) 265-7605,7112099
12/29/2024,HYUN,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2980158
01/18/2025,CHEV,4D,,BRO,883DAJ,IN,400 E. Lower Wacker,(312) 744-7550,0334438
01/18/2025,DODG,VN,TK,LBL,355AC182,IL,10300 S. Doty,(773) 568-8495,2981349
12/29/2024,LINC,4D,,BLK,DJ63516,IL,10300 S. Doty,(773) 568-8495,2980157
01/18/2025,TOYT,4D,,RED,009066A6,IL,10300 S. Doty,(773) 568-8495,2981350
01/18/2025,CHEV,LL,TK,RED,DQ74720,IL,10300 S. Doty,(773) 568-8495,2981382
01/18/2025,JEEP,LL,TK,RED,,IL,10300 S. Doty,(773) 568-8495,2981380
01/18/2025,CHEV,VN,,WHI,,IL,10300 S. Doty,(773) 568-8495,2981386
01/18/2025,DODG,VN,,BLK,,IL,10300 S. Doty,(773) 568-8495,2981388
01/18/2025,FORD,LL,,GRN,ER79287,IL,701 N. Sacramento,(773) 265-7605,7112111
01/18/2025,HYUN,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7112112
01/21/2025,CHEV,4D,,SIL,EJ33561,IL,701 N. Sacramento,(773) 265-7605,7112465
01/21/2025,,,,WHI,,IL,10300 S. Doty,(773) 785-9752,1727582
01/21/2025,,,,WHI,,IL,10300 S. Doty,(773) 785-9752,1727583
01/21/2025,DODG,4D,,GRY,,IL,10300 S. Doty,(773) 785-9752,1727581
01/21/2025,JEEP,4D,,BGE,LZA7448,PA,701 N. Sacramento,(773) 265-1846,1548747
01/21/2025,FORD,PK,,GRN,VM3016,WI,701 N. Sacramento,(773) 265-1846,1548751
01/21/2025,FORD,PK,,BLK,2821658B,IL,701 N. Sacramento,(773) 265-1846,1548750
01/21/2025,CHEV,LL,,BRO,EZ74799,IL,10300 S. Doty,(773) 568-8495,2981542
01/21/2025,JEEP,LL,,GRY,A329772,IL,701 N. Sacramento,(773) 265-7605,7112468
01/21/2025,HYUN,4D,,BLU,,IL,10300 S. Doty,(773) 568-8495,2981546
01/21/2025,HOND,PK,,WHI,,IL,10300 S. Doty,(773) 568-8495,2981545
01/21/2025,HYUN,4D,,SIL,,IL,701 N. Sacramento,(773) 265-7605,7112472
01/21/2025,MAZD,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7112474
01/21/2025,HYUN,4D,,GRY,EP37850,IL,10300 S. Doty,(773) 568-8495,2981548
01/21/2025,CHEV,4D,,TAN,88T5261,TX,10300 S. Doty,(773) 568-8495,2981549
01/22/2025,BUIC,4D,,BLK,EK71966,IL,701 N. Sacramento,(773) 265-7605,7112095
01/22/2025,TOYT,LL,,SIL,4486928,IL,701 N. Sacramento,(773) 265-7605,7112156
01/22/2025,CHEV,LL,,SIL,,IL,10300 S. Doty,(773) 568-8495,2981557
01/22/2025,CHEV,4D,,WHI,CQ44779,IL,10300 S. Doty,(773) 568-8495,2981560
01/22/2025,CHRY,4D,,WHI,AUJ7672,WI,10300 S. Doty,(773) 568-8495,2981558
01/22/2025,AUDI,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495,2981555
01/22/2025,CHRY,VN,,DBL,,IL,701 N. Sacramento,(773) 265-7605,7112478
01/22/2025,HYUN,4D,,WHI,FC13916,IL,701 N. Sacramento,(773) 265-7605,7112477
01/22/2025,FORD,PK,,WHI,3674126B,IL,10300 S. Doty,(773) 568-8495,2981559
01/22/2025,OLDS,4D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,7112475
01/22/2025,NISS,LL,,WHI,EF16018,IL,10300 S. Doty,(773) 568-8495,513173
01/21/2025,VOLV,4D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,7112481
01/21/2025,JEEP,LL,,SIL,,IL,701 N. Sacramento,(773) 265-7605,7112480
01/22/2025,DODG,VN,,GRY,EG58916,IL,701 N. Sacramento,(773) 265-7605,7112482
